,city,company_full_names,company_name,create_time,positionId,positionName,salary,salary_max,salary_min,comp_id,city_id,pos_class
0,北京,人人行科技有限公司,人人行(借贷宝),2018-05-03,4485685,python开发工程师,15k-30k,30000,15000,406,20,普通
1,上海,上海清鹤科技股份有限公司,清鹤科技,2018/05/06,4524762,Python开发工程师,10k-20k,20000,10000,165,22,普通
2,北京,北京蚂蜂窝网络科技有限公司,马蜂窝,2018/05/06,4165288,高级Python工程师,15k-25k,25000,15000,599,20,高级
3,北京,北京猎户星空科技有限公司,猎户星空,2018/05/07,4488877,Python工程师,15k-30k,30000,15000,563,20,普通
4,北京,北京优虎商务服务有限公司,老虎证券,2018-05-04,4467387,Python开发工程师,20k-40k,40000,20000,1029,20,普通
5,上海,上海墨沐金融信息服务有限公司,1Token.Trade,2018/05/06,3516805,python 开发工程师,10k-20k,20000,10000,874,22,普通
6,北京,中科视拓（北京）科技有限公司,中科视拓,2018-05-03,4144478,Python高级工程师,25k-40k,40000,25000,317,20,高级
7,北京,深圳市金证科技股份有限公司,金证股份,2018/05/07,4266883,Python 开发工程师,15k-17k,17000,15000,301,20,普通
8,北京,北京数美时代科技有限公司,数美,2018-05-04,3684787,python研发工程师,15k-30k,30000,15000,925,20,普通
9,北京,北京江山如画网路科技有限责任公司,江山如画网络科技,2018-05-04,2475715,Python研发工程师,5k-10k,10000,5000,1012,20,普通
10,北京,北京博派通达科技有限公司,博派通达,2018-05-04,4439353,Python开发工程师,15k-30k,30000,15000,798,20,普通
11,上海,上海基分文化传播有限公司,趣头条,2018/05/07,4186140,Python工程师,15k-30k,30000,15000,503,22,普通
12,大连,北京推想科技有限公司,推想科技,2018-04-28,3626993,python工程师,6k-12k,12000,6000,41,7,普通
13,杭州,杭州群核信息技术有限公司,酷家乐,2018-05-02,3712940,Python研发工程师,15k-23k,23000,15000,218,21,普通
14,上海,上海华瑞银行股份有限公司,上海华瑞银行,2018-05-04,3980046,Python开发工程师,20k-40k,40000,20000,866,22,普通
15,北京,人人行科技有限公司,人人行(借贷宝),2018-05-03,4311741,Python 开发工程师,25k-50k,50000,25000,406,20,普通
16,深圳,深圳市金证科技股份有限公司,金证股份,2018/05/07,3836101,Python开发,9k-16k,16000,9000,301,19,普通
17,北京,北京三快在线科技有限公司,美团点评,2018/05/06,4134091,服务端高级开发工程师Golang/Python,35k-45k,45000,35000,394,20,高级
18,上海,上海进馨网络科技有限公司,纳米盒,2018/05/07,2108656,Python开发工程师,15k-25k,25000,15000,137,22,普通
19,北京,北京嘉楠捷思信息技术有限公司,嘉楠捷思,2018-05-04,4239387,python开发工程师,15k-20k,20000,15000,239,20,普通
20,广州,广州玖维信息科技有限公司,广州玖维信息科技有限公司,2018/05/07,4182315,Python开发工程师,5k-8k,8000,5000,456,12,普通
21,宁波,宁波清车电气有限公司,宁波清车电气有限公司,2018-05-02,4234428,Python软件工程师,7k-10k,10000,7000,281,10,普通
22,北京,北京思维造物信息科技有限公司,罗辑思维,2018-05-04,4398177,Python开发工程师,25k-50k,50000,25000,77,20,普通
23,杭州,杭州沃趣科技股份有限公司,沃趣科技,2018/05/06,1198581,Python开发工程师,11k-22k,22000,11000,548,21,普通
24,北京,北京江山如画网路科技有限责任公司,江山如画网络科技,2018-05-04,4497673,Python,15k-30k,30000,15000,1012,20,普通
25,成都,成都捷云智慧科技有限公司,捷云智慧,2018-05-04,3490584,Python,8k-12k,12000,8000,1014,35,普通
26,北京,北京算云联科科技有限公司,北京算云联科,2018-05-04,4457857,Python开发工程司,15k-25k,25000,15000,299,20,普通
27,北京,北京步鼎方舟科技有限公司,微车,2018-05-04,4507407,Python开发工程师,10k-18k,18000,10000,1061,20,普通
28,广州,广州市擎天柱网络科技有限公司,擎天柱,2018-05-03,4454156,Python开发工程师,10k-18k,18000,10000,126,12,普通
29,深圳,深圳市杉岩数据技术有限公司,杉岩数据,2018/05/07,3657514,Python开发工程师,10k-16k,16000,10000,872,19,普通
30,北京,人人行科技有限公司,人人行(借贷宝),2018-05-03,4288419,Python开发工程师,15k-30k,30000,15000,406,20,普通
31,北京,北京江山如画网路科技有限责任公司,江山如画网络科技,2018-05-04,4497631,Python研发工程师,12k-20k,20000,12000,1012,20,普通
32,杭州,武汉佰钧成技术有限责任公司,武汉佰钧成技术有限公司,2018-05-04,3960662,python开发,10K-20K,20000,10000,639,21,普通
33,深圳,深圳佑驾创新科技有限公司,Minieye,2018-05-04,3759498,python工程师,15k-30k,30000,15000,152,19,普通
34,上海,深圳市前海自乐游旅游科技有限公司,TravelFlan上海,2018-05-03,4354723,Python开发工程师,25k-50k,50000,25000,255,22,普通
35,北京,广州杰颉软件科技有限公司,颉一软件,2018-05-02,3794749,Python开发工程师,20k-25k,25000,20000,1070,20,普通
36,北京,北京作业盒子科技有限公司,作业盒子,2018/05/07,4254243,python工程师,15k-30k,30000,15000,304,20,普通
37,北京,北京达佳互联信息技术有限公司,快手,2018/05/07,4490687,python开发工程师,25k-50k,50000,25000,843,20,普通
38,北京,北京开拓天际科技有限公司,开拓天际,2018-05-04,4052835,Python工程师,15k-23k,23000,15000,435,20,普通
39,北京,北京智融时代科技有限公司,智融集团,2018-05-03,2879999,Python开发工程师,20k-40k,40000,20000,791,20,普通
40,上海,上海墨沐金融信息服务有限公司,1Token.Trade,2018/05/06,4050575,资深python开发工程师,25k-35k,35000,25000,874,22,高级
41,深圳,深圳市有鱼智能科技有限公司,有鱼智能科技,2018-05-04,4220139,Python开发工程师,10k-20k,20000,10000,781,19,普通
42,杭州,浙江天垂科技有限公司,TELETRAAN,2018/05/07,3234474,Python工程师,15k-30k,30000,15000,961,21,普通
43,上海,上海江村市隐智能科技有限公司,江村市隐,2018-05-04,4520859,python工程师,15k-20k,20000,15000,699,22,普通
44,北京,北京朗势科技有限公司,tataUFO,2018-05-04,4207347,高级Python工程师,25k-35k,35000,25000,519,20,高级
45,北京,人人行科技有限公司,人人行(借贷宝),2018-05-03,4288430,高级Python开发工程师,25k-40k,40000,25000,406,20,高级
46,郑州,青松智慧（北京）科技有限公司,青松,2018-05-04,4147174,Python开发工程师,8k-10k,10000,8000,913,17,普通
47,北京,北京博智天下信息技术有限公司,朗播网,2018-05-04,3684375,Python开发工程师,20k-40k,40000,20000,655,20,普通
48,上海,上海众言网络科技有限公司,问卷网@爱调研,2018-05-04,3910916,Python开发,15k-30k,30000,15000,659,22,普通
49,上海,上海拍拍贷金融信息服务有限公司,拍拍贷,2018-05-03,3204657,python工程师,12k-24k,24000,12000,497,22,普通
50,北京,探探科技（北京）有限公司,探探,2018-04-26,4390952,Python开发攻城狮,20k-40k,40000,20000,349,20,普通
51,杭州,杭州嘉云数据科技有限公司,Club Factory,2018-05-04,3292264,Python 开发工程师,15k-20k,20000,15000,1040,21,普通
52,广州,广州市擎天柱网络科技有限公司,擎天柱,2018-05-02,4509413,Python开发工程师,8k-12k,12000,8000,126,12,普通
53,上海,深圳市紫川软件有限公司,紫川软件,2018/05/07,3911802,python开发工程师,12k-19k,19000,12000,309,22,普通
54,北京,北京摩尔妈咪网络科技有限公司,摩尔妈妈,2018-05-04,4035807,Python工程师,15k-30k,30000,15000,144,20,普通
55,深圳,深圳市和讯华谷信息技术有限公司,极光,2018-05-04,907162,Python开发工程师,15k-30k,30000,15000,130,19,普通
56,东莞,深圳市泽林信息咨询有限公司,泽林信息,2018/05/07,4279927,python开发工程师(东莞),5k-8k,8000,5000,66,28,普通
57,深圳,深圳市华宇讯科技有限公司,卖座网,2018-05-04,3910014,Python工程师,10k-20k,20000,10000,436,19,普通
58,北京,北京好巧国际旅行社有限公司,好巧,2018-05-04,2714158,python工程师,15k-20k,20000,15000,398,20,普通
59,上海,北京来也网络科技有限公司,助理来也,2018/05/07,4211437,Python开发工程师(193),15k-30k,30000,15000,225,22,普通
60,北京,北京高思博乐教育科技股份有限公司,高思教育集团,2018-05-04,4487544,python开发工程师,20k-30k,30000,20000,867,20,普通
61,北京,优舫（北京）信息科技有限公司,优信集团,2018-05-03,4464118,高级PHP+Python工程师,20k-40k,40000,20000,755,20,高级
62,北京,北京迅达云成科技有限公司,SpeedyCloud,2018-05-03,4325038,Python开发工程师,10k-20k,20000,10000,214,20,普通
63,深圳,深圳众禄基金销售股份有限公司,众禄基金,2018-05-03,3202532,Python开发工程师,18k-30k,30000,18000,27,19,普通
64,郑州,郑州创恒实业有限公司,郑州创恒实业有限公司,2018-05-02,3222466,Python开发工程师,5k-10k,10000,5000,579,17,普通
65,杭州,武汉佰钧成技术有限责任公司,武汉佰钧成技术有限公司,2018/05/06,4188782,Python开发工程师,9k-14k,14000,9000,639,21,普通
66,上海,上海有个机器人有限公司,有个机器人,2018-05-04,4414080,python研发工程师,15K-20K,20000,15000,208,22,普通
67,北京,京东金融,京东金融,2018-05-04,3762683,Python研发工程师,25k-50k,50000,25000,446,20,普通
68,成都,成都捷云智慧科技有限公司,捷云智慧,2018-05-04,4301480,Python,8K-10K,10000,8000,1014,35,普通
69,天津,北京汇行科技有限公司,妙计旅行,2018-05-04,4380372,Python开发工程师,5k-10k,10000,5000,61,26,普通
70,上海,上海坤亿信息技术有限公司,坤亿科技,2018-05-02,4477839,Python开发工程师,8k-11k,11000,8000,748,22,普通
71,北京,小叶子（北京）科技有限公司,The ONE,2018-05-04,3802618,python,20k-30k,30000,20000,943,20,普通
72,北京,北京来也网络科技有限公司,助理来也,2018-05-04,3362415,Python开发工程师,15k-30k,30000,15000,225,20,普通
73,北京,北京字节跳动科技有限公司,字节跳动,2018/05/06,4005705,Python开发工程师,20k-35k,35000,20000,14,20,普通
74,北京,上海淇毓信息科技有限公司,奇虎360金融,2018-05-04,3966469,Python开发工程师,20k-30k,30000,20000,617,20,普通
75,杭州,武汉佰钧成技术有限责任公司,武汉佰钧成技术有限公司,2018/05/06,3387145,Python开发工程师,11K-22K,22000,11000,639,21,普通
76,北京,北京点石经纬科技有限公司,新东方教育行业研究院,2018-05-04,3957184,Python工程师,15k-25k,25000,15000,878,20,普通
77,北京,北京掌控世代科技有限公司,掌控,2018-05-04,4431058,Python工程师,15k-30k,30000,15000,910,20,普通
78,北京,杭州云脑科技有限公司,云脑科技,2018-05-03,4022435,Python工程师,10k-20k,20000,10000,131,20,普通
79,北京,北京复华卓越商业管理有限公司,复华控股,2018-05-02,3961591,Python开发工程师,15k-30k,30000,15000,667,20,普通
80,北京,北京慕华信息科技有限公司,学堂在线,2018/05/07,3106720,系统开发工程师（Python）,20k-30k,30000,20000,200,20,普通
81,厦门,厦门视我科技有限公司,10com,2018-05-03,3511595,Python工程师,10k-20k,20000,10000,212,11,普通
82,上海,亿可能源科技（上海）有限公司,亿可能源,2018-04-25,3193977,Python,15k-30k,30000,15000,567,22,普通
83,上海,上海庆科信息技术有限公司,MXCHIP,2018-05-04,4120649,python开发工程师,15k-18k,18000,15000,980,22,普通
84,深圳,深圳华大基因股份有限公司,华大股份,2018-05-04,4486937,Python开发工程师,12k-20k,20000,12000,362,19,普通
85,北京,混沌时代（北京）教育科技有限公司,混沌大学,2018-05-04,4327414,python工程师,20K-40K,40000,20000,561,20,普通
86,北京,北京好巧国际旅行社有限公司,好巧,2018-05-04,4196658,Linux C++/Python开发工程师,15k-20k,20000,15000,398,20,普通
87,北京,北京爱咔咔信息技术有限公司,爱咔咔,2018-05-04,3263789,Python工程师,15k-30k,30000,15000,426,20,普通
88,北京,北京思源置地投资有限公司,思源科技,2018-04-24,4475183,Python开发工程师601156,20k-30k,30000,20000,517,20,普通
89,杭州,观澜网络（杭州）有限公司,丁香园,2018-04-12,4038521,Python工程师,9k-18k,18000,9000,1075,21,普通
90,北京,途家网网络技术（北京）有限公司,途家网,2018-05-04,4483385,python工程师(J10364),15k-25k,25000,15000,264,20,普通
91,北京,企鹅创新（北京）科技有限公司,企鹅创新,2018-05-04,4221845,Python工程师,25k-35k,35000,25000,290,20,普通
92,厦门,厦门点触科技股份有限公司,点触科技,2018-05-03,517332,Python程序员,10k-20k,20000,10000,100,11,普通
93,厦门,浙江诚泽金开投资管理有限公司,金诚集团,2018-04-23,4353928,Python程序员,8k-15k,15000,8000,78,11,普通
94,北京,北京江山如画网路科技有限责任公司,江山如画网络科技,2018-05-04,3935253,python开发工程师,8k-16k,16000,8000,1012,20,普通
95,北京,家园网络科技有限公司,家园网,2018-05-04,4479431,Python开发工程师（公有云）,20k-30k,30000,20000,68,20,普通
96,成都,四川长虹电器股份有限公司,四川长虹电器股份有限公司,2018-05-04,4076500,python工程师,8k-15k,15000,8000,138,35,普通
97,北京,北京国双科技有限公司,Gridsum 国双,2018-05-04,4444655,Python开发工程师,10k-18k,18000,10000,70,20,普通
98,广州,上海中软华腾软件系统有限公司,上海中软华腾软件系统有限公司,2018-05-04,4362195,Python开发工程师,10K-20K,20000,10000,1030,12,普通
99,苏州,苏州锦佰安信息技术有限公司,苏州锦佰安,2018-05-03,4209682,Python开发工程师,12k-20k,20000,12000,384,14,普通
100,北京,仁科互动（北京）信息科技有限公司,销售易,2018-05-03,4437962,Python开发工程师,20k-35k,35000,20000,51,20,普通
101,大连,大连允执科技有限公司,允执科技,2018/05/07,3122018,Python开发工程师,5k-8k,8000,5000,538,7,普通
102,上海,竹间智能科技（上海）有限公司,竹间智能科技(上海)有限公司,2018-05-04,3965194,Python 开发工程师,20k以上,20000,20000,480,22,普通
103,厦门,厦门笨鸟电子商务有限公司,笨鸟社交,2018-05-03,3462262,Python工程师,8k-15k,15000,8000,470,11,普通
104,北京,国美金控投资有限公司,国美金控,2018-05-02,4347823,python研发工程师,30k-40k,40000,30000,1002,20,普通
105,北京,北京旷视科技有限公司,Face++,2018-04-26,3093928,Python工程师,20k-40k,40000,20000,937,20,普通
106,北京,北京贝贝图米科技有限公司,贝贝图米,2018-05-04,4520490,Python程序员,16k-22k,22000,16000,927,20,普通
107,上海,上海清鹤科技股份有限公司,清鹤科技,2018-05-04,4440306,python,15k-25k,25000,15000,165,22,普通
108,深圳,深圳市博奥特科技有限公司,博奥特科技,2018-05-04,3786917,python开发工程师,15k-25k,25000,15000,1064,19,普通
109,北京,况客科技(北京)有限公司,况客科技,2018-05-03,4072563,Python 工程师,15k-30k,30000,15000,112,20,普通
110,北京,北京海瀑网络科技有限公司,海瀑网络,2018-05-02,3570109,Python工程师,13k-25k,25000,13000,313,20,普通
111,上海,北京来也网络科技有限公司,助理来也,2018/05/07,4254580,Python开发工程师,15k-30k,30000,15000,225,22,普通
112,北京,家园网络科技有限公司,家园网,2018-05-04,4489267,Python（公有云）,25k-40k,40000,25000,68,20,普通
113,北京,北京步鼎方舟科技有限公司,微车,2018-05-04,2696329,Python高级开发工程师,20k-30k,30000,20000,1061,20,高级
114,成都,杭州顺网科技股份有限公司,顺网科技,2018-05-04,4404813,Python开发工程师,10k-20k,20000,10000,1050,35,普通
115,西安,北京神州绿盟信息安全科技股份有限公司,绿盟科技,2018-05-04,4048107,python开发工程师,8k-10k,10000,8000,594,18,普通
116,深圳,武汉佰钧成技术有限责任公司,武汉佰钧成技术有限公司,2018-05-04,4392886,python开发,10k-20k,20000,10000,639,19,普通
117,北京,北京云游九州空间科技有限公司,云游九州,2018-05-03,4226259,Python工程师,10k-20k,20000,10000,1026,20,普通
118,广州,广州市丰申网络科技有限公司,广州丰申网络科技有限公司,2018-05-02,4332899,Python 开发工程师,10k-20k,20000,10000,822,12,普通
119,深圳,深圳市紫川软件有限公司,紫川软件,2018/05/07,3893733,python工程师,8k-14k,14000,8000,309,19,普通
120,北京,慧影医疗科技（北京）有限公司,慧影医疗,2018-05-04,4520956,python工程师,15k-25k,25000,15000,1066,20,普通
121,广州,北京推想科技有限公司,推想科技,2018-04-28,3626968,python工程师,6k-12k,12000,6000,41,12,普通
122,北京,北京思源置地投资有限公司,思源科技,2018-04-11,4009873,python,20k-30k,30000,20000,517,20,普通
123,杭州,杭州嘉云数据科技有限公司,Club Factory,2018-05-04,2795142,高级/资深 python开发工程师,20k-30k,30000,20000,1040,21,高级
124,北京,北京慕华信息科技有限公司,学堂在线,2018-05-04,1586857,Python开发工程师,15k-25k,25000,15000,200,20,普通
125,上海,上海众言网络科技有限公司,问卷网@爱调研,2018-05-04,4042527,Python开发师,15k-30k,30000,15000,659,22,普通
126,上海,上海海万信息科技股份有限公司,江苏亿科达,2018-05-04,4152835,python,8k-15k,15000,8000,873,22,普通
127,北京,北京智者天下科技有限公司,知乎,2018-05-02,3801911,Python开发工程师,15k-30k,30000,15000,775,20,普通
128,上海,瞬联软件科技（北京）有限公司,瞬联软件科技（北京）有限公司,2018-04-23,2848943,python开发工程师,10k-15k,15000,10000,1093,22,普通
129,北京,北京优虎商务服务有限公司,老虎证券,2018-05-04,4071845,Python开发工程师,20k-35k,35000,20000,1029,20,普通
130,北京,上海游族信息技术有限公司,游族网络,2018-05-04,4076348,Python开发工程师-base北京,12k-18k,18000,12000,381,20,普通
131,上海,上海基分文化传播有限公司,趣头条,2018-05-03,4241003,Python开发工程师,15k-30k,30000,15000,503,22,普通
132,北京,北京曜辉信息科技有限公司,曜辉科技,2018-05-02,4320389,Python工程师-机器学习方向,20k-35k,35000,20000,189,20,普通
133,贵阳,贵州电子商务云运营有限责任公司,贵州电商云,2018-04-27,4235893,python工程师,10k-15k,15000,10000,851,16,普通
134,深圳,深圳市博奥特科技有限公司,博奥特科技,2018/05/07,3781798,中级PYTHON开发工程师,22k-25k,25000,22000,1064,19,普通
135,苏州,上海众言网络科技有限公司,问卷网@爱调研,2018-04-28,3920817,Python,6k-12k,12000,6000,659,14,普通
136,上海,上海基分文化传播有限公司,趣头条,2018/05/07,4435467,python开发工程师,15k-30k,30000,15000,503,22,普通
137,广州,广州楠天网络科技有限公司,广州楠天,2018-05-04,4358986,python开发工程师,8k-15k,15000,8000,408,12,普通
138,北京,北京好巧国际旅行社有限公司,好巧,2018-05-04,4347033,Python研发工程师,25k-35k,35000,25000,398,20,普通
139,深圳,深圳众禄基金销售股份有限公司,众禄基金,2018-05-03,3550448,Python开发工程师,18k-30k,30000,18000,27,19,普通
140,北京,北京一览科技有限公司,一览科技,2018-05-02,3889355,python开发工程师,20k-40k,40000,20000,366,20,普通
141,南京,武汉佰钧成技术有限责任公司,武汉佰钧成技术有限公司,2018-05-03,4411157,Python开发工程师,8k-14k,14000,8000,639,23,普通
142,上海,无锡华云数据技术服务有限公司,华云数据,2018-05-03,2438996,Python开发工程师,25k-30k,30000,25000,494,22,普通
143,广州,广州玖维信息科技有限公司,广州玖维信息科技有限公司,2018/05/07,4339040,Python开发工程师,7k-8k,8000,7000,456,12,普通
144,北京,乐飞天下信息技术(北京)有限公司,乐飞天下,2018-05-04,4410096,Python高级研发工程师,15k-30k,30000,15000,168,20,高级
145,北京,北京闪送科技有限公司,闪送,2018-05-04,4369077,Python/web开发工程师,10k-20k,20000,10000,102,20,普通
146,上海,再惠（上海）网络科技有限公司,再惠网络,2018-05-04,4209882,高级python工程师,20k-40k,40000,20000,230,22,高级
147,北京,上海聚力传媒技术有限公司,PPTV聚力,2018-05-03,4413169,PYTHON 开发工程师,13k-24k,24000,13000,966,20,普通
148,深圳,深圳中青宝互动网络股份有限公司,中青宝,2018-05-03,4512502,python开发工程师,7k-11k,11000,7000,153,19,普通
149,深圳,深圳市博悦科创科技有限公司,博悦科创,2018-05-02,4475110,python开发工程师,12k-16k,16000,12000,744,19,普通
150,上海,上海众言网络科技有限公司,问卷网@爱调研,2018-05-04,3942529,高级Python开发,15k-30k,30000,15000,659,22,高级
151,西安,西安逆袭网络科技有限公司,BOO!,2018-04-25,4054414,Python开发工程师,10k-20k,20000,10000,1028,18,普通
152,北京,北京智者天下科技有限公司,知乎,2018-04-23,4242375,Python 开发工程师,18k-36k,36000,18000,775,20,普通
153,深圳,上海海万信息科技股份有限公司,江苏亿科达,2018/05/06,3411754,python开发工程师,10k-20k,20000,10000,873,19,普通
154,杭州,圆通速递有限公司,圆通,2018-05-04,2631153,高级python开发工程师,20k-35k,35000,20000,1023,21,高级
155,深圳,深圳锚链科技有限公司,锚链科技,2018-05-03,4488004,Go/Python开发工程师,25k-50k,50000,25000,495,19,普通
156,北京,北京米可世界科技有限公司,MICO,2018-05-03,4464846,Python高级工程师,20k-30k,30000,20000,649,20,高级
157,杭州,京东金融,京东金融,2018-05-04,2220485,Python开发工程师,15k-25k,25000,15000,446,21,普通
158,深圳,上海炽聚网络科技有限公司,上海炽聚,2018-04-25,3813726,Python开发工程师,12k-20k,20000,12000,156,19,普通
159,深圳,深圳市和讯华谷信息技术有限公司,极光,2018-05-04,2010228,高级Python开发工程师,15k-30k,30000,15000,130,19,高级
160,廊坊,智线云科技（北京）有限公司,ZingFront智线,2018-05-04,3390706,Python中级工程师,8k-10k,10000,8000,40,30,普通
161,深圳,武汉佰钧成技术有限责任公司,武汉佰钧成技术有限公司,2018-05-04,3172330,python开发工程师,10k-17k,17000,10000,639,19,普通
162,北京,北京腾云天下科技有限公司,TalkingData,2018-05-03,3965037,Python工程师J10008,20k-30k,30000,20000,545,20,普通
163,北京,深圳比特屋网络有限公司,时光小屋,2018-05-03,4420992,python工程师,25k-30k,30000,25000,628,20,普通
164,上海,上海齐家网信息科技股份有限公司,齐家网,2018-05-02,1164633,Python开发工程师,10k-20k,20000,10000,209,22,普通
165,杭州,圆通速递有限公司,圆通,2018-05-04,4335142,Python开发工程师,15k-30k,30000,15000,1023,21,普通
166,苏州,上海众言网络科技有限公司,问卷网@爱调研,2018-04-28,3883985,Python工程师,6k-12k,12000,6000,659,14,普通
167,北京,京东金融,京东金融,2018-05-04,4522403,Python开发工程师-自动化网络方向,18k-30k,30000,18000,446,20,普通
168,上海,平安好房（上海）电子商务有限公司,平安好房,2018-04-17,4438363,python工程师,15k-25k,25000,15000,1046,22,普通
169,广州,广州经传多赢投资咨询有限公司,经传多赢,2018/05/07,4291518,量化平台研发工程师-python,12k-24k,24000,12000,311,12,普通
170,广州,前海易物（深圳）电子商务有限公司广州分公司,前海易物,2018/05/07,4386965,Python服务端工程师/Python开发工程师,8k-15k,15000,8000,805,12,普通
171,深圳,深圳市博奥特科技有限公司,博奥特科技,2018/05/07,4010374,PYTHON高级开发工程师,18k-25k,25000,18000,1064,19,高级
172,深圳,万科物业发展有限公司,万科物业,2018-05-04,2889252,Python开发工程师,15k-30k,30000,15000,633,19,普通
173,无锡,南京网燃网络科技有限公司,燃网络,2018/05/06,4524960,Python程序员/开发助理（双休地铁口）,4k-6k,6000,4000,448,24,初级
174,上海,上海壤歌市场营销策划有限公司,壤歌,2018/05/07,2094775,资深Python工程师,18k-28k,28000,18000,121,22,高级
175,北京,北京一人一亩田网络科技有限公司,一亩田,2018-05-04,4076440,python开发工程师,20k-36k,36000,20000,602,20,普通
176,北京,北京摩尔妈咪网络科技有限公司,摩尔妈妈,2018-05-04,4116352,高级Python工程师,20k-40k,40000,20000,144,20,高级
177,深圳,深圳市盖威科技有限公司,盖威,2018-05-03,3727987,Python开发工程师,14k-20k,20000,14000,955,19,普通
178,北京,北京旷视科技有限公司,Face++,2018-05-03,4017708,高级Python开发工程师,25k-50k,50000,25000,937,20,高级
179,武汉,武汉极意网络科技有限公司,极验,2018-05-03,1892699,Python（极验验证）,9k-18k,18000,9000,117,8,普通
180,北京,北京第三石科技发展有限公司,第三石科技,2018-05-02,4143605,【5Miles】Python开发工程师,15k-30k,30000,15000,224,20,普通
181,杭州,浙江日报报业集团,浙报集团,2018-04-16,3093076,Python工程师,8k-16k,16000,8000,889,21,普通
182,成都,四川海德智和科技有限公司,海德智和科技,2018/05/07,3887376,Python开发工程师,15K-20K,20000,15000,350,35,普通
183,成都,网信集团有限公司,网信集团,2018-05-04,4287723,python工程师,10k-20k,20000,10000,103,35,普通
184,广州,广州经传多赢投资咨询有限公司,经传多赢,2018-05-04,4022014,python高级开发工程师,10k-20k,20000,10000,311,12,高级
185,武汉,北京云族佳科技有限公司,云沃客,2018-05-04,4511088,初级python开发工程师,5k-7k,7000,5000,340,8,初级
186,深圳,深圳市无极云区块链互联网技术开发有限公司,无极云区块链,2018-05-04,4427389,Python量化开发工程师,10k-15k,15000,10000,960,19,普通
187,北京,企鹅创新（北京）科技有限公司,企鹅创新,2018-05-04,4316007,Python工程师,20k-35k,35000,20000,290,20,普通
188,苏州,苏州锦佰安信息技术有限公司,苏州锦佰安,2018-05-03,4203803,Python开发工程师,12k-20k,20000,12000,384,14,普通
189,上海,上海晓途网络科技有限公司,信用飞/首付游,2018-05-03,3470527,Python开发工程师,15k-25k,25000,15000,732,22,普通
190,上海,上海阿牛信息科技有限公司,华尔街见闻,2018-05-03,4063313,高级Python开发工程师,15k-22k,22000,15000,29,22,高级
191,深圳,美联物业代理(深圳)有限公司,美联集团,2018/05/06,4106608,Python,15k-25k,25000,15000,363,19,普通
192,北京,北京中铁信科技有限公司,北京中铁信,2018/05/06,3434658,Python中级研发工程师,14k-23k,23000,14000,352,20,普通
193,北京,北京点石经纬科技有限公司,新东方教育行业研究院,2018-05-04,4179492,Python工程师,10k-20k,20000,10000,878,20,普通
194,武汉,武汉安天信息技术有限责任公司,武汉安天,2018-05-03,2976894,python开发工程师,8k-13k,13000,8000,289,8,普通
195,上海,钱包生活（平潭）科技有限公司上海分公司,钱包生活,2018-04-19,4398605,Python开发工程师,15k-25k,25000,15000,792,22,普通
196,北京,北京慕华信息科技有限公司,学堂在线,2018/05/07,3167076,Python开发工程师,20k-30k,30000,20000,200,20,普通
197,北京,北京瀚海星云科技有限公司,星云AI,2018-05-04,4470114,Python工程师,20k-40k,40000,20000,697,20,普通
198,杭州,杭州览众数据科技有限公司,览众数据,2018-05-04,3728155,高级python工程师,15k-30k,30000,15000,286,21,高级
199,北京,北京点石经纬科技有限公司,新东方教育行业研究院,2018-05-04,4198780,高级python工程师,15k-30k,30000,15000,878,20,高级
200,北京,医渡云（北京）技术有限公司,医渡云（北京）技术有限公司,2018-05-03,3680735,Python开发工程师,18K-35K,35000,18000,328,20,普通
201,深圳,深圳市明源云客电子商务有限公司,明源云,2018/05/06,4120372,高级Python开发工程师,16k-22k,22000,16000,676,19,高级
202,北京,网易（杭州）有限公司,网易,2018-05-04,4522463,资深Python 开发工程师,25k-50k,50000,25000,881,20,高级
203,廊坊,智线云科技（北京）有限公司,ZingFront智线,2018-05-04,3388937,Python中级工程师,8k-15k,15000,8000,40,30,普通
204,北京,京东金融,京东金融,2018-05-04,4399841,python高级开发工程师,25k-35k,35000,25000,446,20,高级
205,深圳,武汉佰钧成技术有限责任公司,武汉佰钧成技术有限公司,2018-05-04,4510888,python开发,15k-25k,25000,15000,639,19,普通
206,上海,上海青客公共租赁住房租赁经营管理股份有限公司,上海青客,2018-04-19,3546134,python工程师,15k-25k,25000,15000,188,22,普通
207,北京,家园网络科技有限公司,家园网,2018-04-10,1911203,Python工程师,18k-30k,30000,18000,68,20,普通
208,大连,广州碧软信息科技有限公司,广州碧软,2018/05/06,4154756,Python,9k-18k,18000,9000,802,7,普通
209,北京,竞技世界（北京）网络技术有限公司,竞技世界,2018-05-04,3730902,服务器开发工程师（nodejs/java/python/go,25k-40k,40000,25000,251,20,普通
210,上海,上海青客公共租赁住房租赁经营管理股份有限公司,上海青客,2018-04-19,3504574,python工程师,15k-25k,25000,15000,188,22,普通
211,上海,上海幻电信息科技有限公司,哔哩哔哩,2018-05-04,4352049,Python开发工程师,15k-30k,30000,15000,702,22,普通
212,深圳,深圳市易博天下科技有限公司,易博天下,2018-05-04,761479,Python开发工程师,13k-25k,25000,13000,759,19,普通
213,深圳,北京市商汤科技开发有限公司,商汤科技,2018-05-03,4124555,Python开发工程师,15k-30k,30000,15000,199,19,普通
214,上海,上海基分文化传播有限公司,趣头条,2018-04-17,4436300,python开发工程师,15k-30k,30000,15000,503,22,普通
